    n_tumors
AllAbs_NT    3
AllAbs_m7244    3
AllAbs_m7245    0
AllAbs_m7246    2
AllAbs_m7247    0
AllAbs_m7248    2
AllAbs_m7991    0
AllAbs_m7992    0
AllAbs_m7993    4
Metro_m8070 2
Metro_m8071 5
Metro_m8072 3
Metro_m8073 1
Metro_m8074 3
NoAbs_m6554 16
NoAbs_m6558 8
NoAbs_m6559 15
NoAbs_m6562 15
NoAbs_m6564 9
NoAbs_m6569 17
NoAbs_m6570 21
NoAbs_m6572 23
NoAbs_m6573 12
NoAbs_m6575 7
NoAbs_m6576 23
NoAbs_m7264 19
StrepMetro_m7259    0
StrepMetro_m7260    0
StrepMetro_m7261    0
StrepMetro_m7262    1
StrepMetro_m7263    0
Strep_NT1   14
Strep_NT2   5
Strep_m7995 3
Strep_m7996 6
Strep_m8000 14
VancMetro_m7254 6
VancMetro_m7255 2
VancMetro_m7256 0
VancMetro_m7258 3
VancStrep_m7249 9
VancStrep_m7250 5
VancStrep_m7251 5
VancStrep_m7252 10
VancStrep_m7253 6
Vanc_NT1    2
Vanc_NT2    16
Vanc_NT3    9
